
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.003553105236718188
fun_coils_simple#1 - J=6.3e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.26 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-05, J_MSC=2.8e-03, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.8, 15.0, 15.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 14.4, 16.0]
 surface dofs=0.19902368590821426, -0.14290881020012466, 0.002198431749910925, 0.0037983917490894436, -0.004777427877460066, -0.028195488514898937, 0.12803543497314807, 0.006678191721601341, 0.06178569525583042, -0.00425667038936548, -0.0017978605314597825, 0.006159221216713625, 0.002904186263588172, -0.016727480890189994, 0.0012245721786508326, -0.01382224335498005, -0.0023119024710901775, 0.0011093180232499694, -0.0016868837819974656, 0.00035007664587740364, -0.002012534030437867, -0.002242164883393477, -2.885945070061001e-05, 0.00044251931915481997, -0.24141848459694057, 0.1169021705808475, 0.002076463597615834, 0.002106918446051131, -0.006626537819067672, -0.042154529288474143, 0.1511461381783081, 0.01476571892471942, -0.05457340352452461, 0.003998471700089266, -0.0016702564505013213, 0.004243926216356054, 0.0020159097661381397, -0.02823913379041909, -0.014265506623449576, -0.0017736953161185793, 0.0031623315550687566, 0.0014918701515698176, -0.0014068283799467823, 0.0003702687190830665, 0.0008129884884285594, 0.0027897196839874044, 0.003527750106313701, -0.0005733669577435266
 aspect=7.020017763161477
 mean iota=0.3410060060706044

fun#293 - J=6.1e-02, Jf=8.6e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.6e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.4e-09, J_ALS=5.5e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.6, 3.7, 9.6, 9.9, 7.7, 8.2], mean squared curvature=[10.0, 4.5, 3.8, 5.2, 10.0, 10.0]
 surface dofs=0.19919931561784696, -0.14284809603054505, 0.002234528820319521, 0.003813635675108, -0.004818188417457402, -0.028150389023460523, 0.12798912149427275, 0.006705299098522407, 0.061768261105778245, -0.004290648012206869, -0.0018005443930865356, 0.006163099027089394, 0.002901968952310856, -0.016735993068206542, 0.0012007206856413134, -0.013861147829784684, -0.0023037805386974014, 0.001114966940250693, -0.0016904279224721891, 0.0003618831371238912, -0.0020098282039749155, -0.002240665418947707, -1.5727004482152734e-05, 0.00043619400686001114, -0.24147717521583326, 0.11673476233712905, 0.00213733485959511, 0.0021030475453019883, -0.006691677554389846, -0.0421538874233487, 0.15117454018556048, 0.01468981072541056, -0.05452824182646342, 0.004051786680038763, -0.001669229844894653, 0.004256247022918807, 0.0020354351748763807, -0.028250694430955278, -0.014270652150637176, -0.0017514620404520708, 0.00315746307456325, 0.0014957607960822386, -0.0014118256056227785, 0.0003751836250739642, 0.0008115905217678213, 0.0027748086460589647, 0.003529508859797079, -0.0005595515021642931
 aspect=7.020094960718496
 mean iota=0.3408724684517492

fun#294 - J=6.1e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-08, J_MSC=7.5e-09, J_ALS=5.5e-07, J_LENGTH_PENALTY=3.2e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.2, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.8, 5.3, 10.0, 10.0]
 surface dofs=0.19935129763309004, -0.142801061342558, 0.0022561713499671715, 0.003820790678054574, -0.004849421033221863, -0.028111979454714907, 0.12796915820526591, 0.006732762141779994, 0.061758437753270896, -0.0043153086099519174, -0.001798211838466364, 0.006161419046369182, 0.0029078794913704317, -0.01674306514142935, 0.0011684092130880032, -0.0138911583525624, -0.0022975458492933854, 0.0011199031769696178, -0.0016963925064142954, 0.00037044358363035425, -0.002013634568002735, -0.0022341773044910517, -5.772589605412946e-06, 0.0004318709381649562, -0.24154715415007566, 0.11657500965518332, 0.0022076839473139463, 0.0020946168741564474, -0.00675040893699917, -0.042136036520408156, 0.1511907955084092, 0.014619115886367216, -0.054495745765618185, 0.004095544268641462, -0.0016618541595960102, 0.0042613678152013884, 0.002053927697419208, -0.02824780441516276, -0.014273366940037968, -0.001738567994665702, 0.003154424301900966, 0.0014977670808175307, -0.0014202754274615385, 0.00037743434694498766, 0.0008051490196549686, 0.0027686240277863794, 0.0035357894406628006, -0.0005500743939172812
 aspect=7.020070496252756
 mean iota=0.34079081228068636

fun#295 - J=6.1e-02, Jf=8.6e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.6e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=6.2e-10, J_MSC=8.1e-09, J_ALS=5.5e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.6, 3.7, 9.6, 10.0, 7.7, 8.2], mean squared curvature=[10.0, 4.5, 3.8, 5.2, 10.0, 10.0]
 surface dofs=0.1992614853743065, -0.14282885602314924, 0.002243381912543696, 0.0038165625002981015, -0.004830964429886014, -0.028134677206961632, 0.12798095531215112, 0.006716533129787431, 0.06176424276563437, -0.004300735675234001, -0.0017995902383963723, 0.006162411814249999, 0.0029043867171581685, -0.016738885970167493, 0.001187503356102185, -0.01387342393290998, -0.002301230176924473, 0.0011169861570254633, -0.0016928677949167687, 0.00036538487299468214, -0.0020113852350764406, -0.0022380113911339107, -1.1655051971229708e-05, 0.000434425612570071, -0.24150580079559145, 0.11666941391209047, 0.002166111854318046, 0.0020995988953346188, -0.00671570221117252, -0.04214658533377829, 0.15118118958720883, 0.014660892297666053, -0.05451494898924573, 0.004069686157304779, -0.0016662127473913368, 0.004258341733984316, 0.0020429997253330347, -0.028249512241222515, -0.01427176266226986, -0.0017461876026507645, 0.0031562200343518937, 0.0014965814868276675, -0.0014152820893718724, 0.0003761043052633662, 0.0008089555611973274, 0.0027722787663808533, 0.003532077993929311, -0.0005556747966822982
 aspect=7.020084870513375
 mean iota=0.3408390706667505

fun#296 - J=6.1e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.6e-09, J_ALS=5.5e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.0, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.8, 5.2, 10.0, 10.0]
 surface dofs=0.1993331328837742, -0.14280587640608125, 0.0022539008037234355, 0.0038197796028462652, -0.0048462681556463005, -0.02811654623539712, 0.12797153942589057, 0.006730037426997186, 0.06175967775612439, -0.004312432251202359, -0.0017984357674502563, 0.006161648605478306, 0.0029068746070384016, -0.016742207373390147, 0.0011722071831711302, -0.013887694238118026, -0.002298313929466807, 0.001119263885493955, -0.001695619231771527, 0.0003694433433395217, -0.0020127672639815714, -0.002235058681910171, -6.990530961752383e-06, 0.0004322745568754517, -0.24154023612059597, 0.11659518855187384, 0.002198654718667062, 0.0020952936182762824, -0.006743489655901108, -0.04213819729277274, 0.15118903724519125, 0.014626762671204928, -0.05449946482473878, 0.004091037732436147, -0.0016626664277785512, 0.00426078650160331, 0.0020518847061664976, -0.028248058210857685, -0.014272917319846586, -0.0017401178204448167, 0.0031546932711141768, 0.0014974825131858916, -0.0014191823393636025, 0.0003769941310212617, 0.0008062038523583693, 0.0027691869964291222, 0.003534921545326689, -0.0005512788329620087
 aspect=7.02006819119515
 mean iota=0.34080130493984895

fun#297 - J=6.1e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.6e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.2e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.0, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.8, 5.2, 10.0, 10.0]
 surface dofs=0.19941701232118508, -0.14279363139674406, 0.0022642775679178667, 0.0038191911237855348, -0.0048596351475271434, -0.028099366176899843, 0.12795795086820905, 0.006742635323518539, 0.061749836840221464, -0.004323204898242365, -0.001799981562329183, 0.006160348987219969, 0.0029123730092147793, -0.016749740385773565, 0.0011590937976814124, -0.013905413429534157, -0.0022955922097616624, 0.0011196612146041058, -0.0016943754682717663, 0.0003737766702973253, -0.0020107515152662145, -0.002232568916519712, -2.848527013685543e-06, 0.0004301603178674945, -0.24157781500250863, 0.11652417970280256, 0.0022297975805926685, 0.002087525614830824, -0.006765945601843058, -0.042130824407868986, 0.15119696848825975, 0.014595530977834502, -0.054487890655679244, 0.00411267234396593, -0.0016623226280241992, 0.004267391126931789, 0.0020635828550700608, -0.028253377909794392, -0.014273651887283524, -0.0017304256634892898, 0.003150292077610273, 0.0014963616707502265, -0.0014163638188096224, 0.0003785110004093571, 0.0008007253226495234, 0.002767267050036561, 0.00353711300579053, -0.0005489367433009691
 aspect=7.020045385241636
 mean iota=0.3407615253490898

fun#298 - J=6.1e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=2.1e-11, J_MSC=7.2e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.2e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.0, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.8, 5.2, 10.0, 10.0]
 surface dofs=0.19952602421823343, -0.14276995279003862, 0.002273691125353614, 0.0038239471732524786, -0.004880205523192062, -0.028070862059840978, 0.12793983412180446, 0.00675359763555646, 0.06174064552893153, -0.004341314187202105, -0.0018002308035358983, 0.006159500187677608, 0.002916936605133253, -0.01675392245074803, 0.0011469047130748355, -0.013922917178834409, -0.002291253994812464, 0.0011234355653641343, -0.001691411116839032, 0.0003739417785559961, -0.0020097805094972786, -0.0022325858952325856, 1.0822291131833416e-06, 0.0004310955388684402, -0.2416349285779959, 0.11645670551468233, 0.0022621984872000737, 0.002085275582926068, -0.006793518935518106, -0.042124265543186455, 0.15121518811818596, 0.014550431393661056, -0.05447125743141764, 0.004138070835420451, -0.0016611452964930612, 0.004269428090103562, 0.002072362735707175, -0.02825507368037951, -0.01427131298402793, -0.001726006340169111, 0.0031463440315359636, 0.001499130220337987, -0.0014123731728771709, 0.00037290747615593024, 0.0007929791783629042, 0.002773158976001433, 0.0035403692424892225, -0.0005496700273420401
 aspect=7.019960343433786
 mean iota=0.3407019153858205

fun#299 - J=6.0e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=5.5e-11, J_MSC=7.4e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.0, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.8, 5.2, 10.0, 10.0]
 surface dofs=0.19959312277849775, -0.1427490352750971, 0.0022863917188722274, 0.0038296985111107977, -0.004900639771987814, -0.02804941414738959, 0.1279297068127393, 0.0067675085048577496, 0.061736435605100386, -0.004356252102816329, -0.0018033549687165036, 0.006161657248878881, 0.0029155827282142926, -0.016759980285072217, 0.0011354752136932523, -0.013939925686599864, -0.0022880004254225788, 0.0011255973627828598, -0.001692432730346279, 0.00037871774426249195, -0.002007327668331859, -0.002232080079615583, 5.921623661030098e-06, 0.0004292574506471039, -0.24165203283357617, 0.11638850577625606, 0.002281642748366261, 0.0020793284992523414, -0.006816867711508217, -0.04212123984360861, 0.15121691121239753, 0.014512746565467752, -0.05444802900141836, 0.004161901693098255, -0.001661625573768795, 0.004277363266907743, 0.0020836204912262507, -0.028257624239399908, -0.014270785444749747, -0.0017214889787402364, 0.0031434934050917876, 0.0015006587798091144, -0.0014147732745957676, 0.00037376770415871506, 0.0007918609126238562, 0.002769976963897507, 0.003541702308080788, -0.0005463589888626102
 aspect=7.019905644072312
 mean iota=0.3406504097077411

fun#300 - J=6.0e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=5.3e-09, J_MSC=8.0e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.1, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.9, 5.2, 10.0, 10.0]
 surface dofs=0.19974128426477963, -0.14273945443566485, 0.0023049795319929982, 0.0038417526919432153, -0.004919853270462337, -0.028017556701768188, 0.12791526661657227, 0.006779127712749356, 0.0617325497890157, -0.004370555269969491, -0.0018060939092259143, 0.006162689496309933, 0.0029168307991575973, -0.016763580847396927, 0.001121567113632968, -0.013956111549133374, -0.002285212862532472, 0.001126485593312791, -0.0016930830490758148, 0.0003801986176462548, -0.002007351797405004, -0.0022275460986640903, 1.43568711860691e-05, 0.00042855160348890625, -0.24167691761541865, 0.11631982333432034, 0.0023025550301015744, 0.0020720273180501853, -0.006849447385932668, -0.0421186373425084, 0.1512213051878416, 0.014469027156110688, -0.054419217660548545, 0.0041824253012007736, -0.0016621548146239496, 0.004283843706614035, 0.0020913900663063092, -0.028266439385052508, -0.014267366164271118, -0.001715008922938233, 0.0031402692587456445, 0.0015017967303574144, -0.0014148501226876626, 0.0003717543553996981, 0.0007922707880857612, 0.002772463469791489, 0.003542653450151959, -0.000543015870743647
 aspect=7.0198150655461165
 mean iota=0.3405935903669108

fun#301 - J=6.0e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=4.1e-09, J_MSC=8.6e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.1, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.9, 5.2, 10.0, 10.0]
 surface dofs=0.19979802463872684, -0.14273609964977432, 0.002311349438965234, 0.003845976306121162, -0.0049269363762778256, -0.028004378110020094, 0.12790946081379848, 0.006784015601250513, 0.06172985244387331, -0.004375541897862687, -0.0018070756516960444, 0.006163379500203184, 0.0029172646841022195, -0.01676475631603068, 0.0011156581121456038, -0.013962237620375902, -0.002284054331078664, 0.0011266169243691448, -0.0016932095680422844, 0.0003807253626055291, -0.0020078364132136307, -0.0022257070473584153, 1.7536095519554746e-05, 0.00042831455325027736, -0.24168585071831047, 0.11629158821617142, 0.0023119649336162617, 0.0020691526195860347, -0.006861573570533177, -0.04211779141973041, 0.15122258509266184, 0.014451978588954825, -0.05440822001735394, 0.004190940395816045, -0.0016623570162935491, 0.004286363241327086, 0.0020945900411148562, -0.02827018967470141, -0.01426576969380193, -0.0017126202316813768, 0.003138651115438461, 0.0015018874823670026, -0.001414592555954542, 0.0003710793169148756, 0.0007915636487912989, 0.0027737318719810275, 0.003543622224364572, -0.0005416049154304147
 aspect=7.019795910602647
 mean iota=0.34056735078939726

fun#302 - J=6.0e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=3.7e-09, J_MSC=8.2e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.1, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.9, 5.2, 10.0, 10.0]
 surface dofs=0.1998677339074856, -0.14273105526356733, 0.0023176895772632935, 0.003850484938009163, -0.004933698863998169, -0.027993415917858866, 0.1279023112849621, 0.0067922469817391735, 0.06172954581790556, -0.0043823875178931136, -0.0018081317751704224, 0.006164260796116164, 0.0029166501756494176, -0.01676513799630709, 0.0011086590244014124, -0.013970067645985547, -0.002282680183518551, 0.001127009261958309, -0.0016933206682503937, 0.000381184914045896, -0.00200605709866745, -0.0022247037853966286, 2.0004652823130637e-05, 0.00042761249469618567, -0.2416839922304665, 0.1162563942720422, 0.0023202005473764373, 0.002066697559685253, -0.0068787999542282855, -0.04211617974572115, 0.15122734961418632, 0.014434345202765486, -0.05439744482096035, 0.004199976399652022, -0.0016615859518905205, 0.004287527226302854, 0.0020997123064406186, -0.028271565825734167, -0.014264720816957132, -0.0017095036478576157, 0.0031362995553187493, 0.001502727533000407, -0.0014159050874368348, 0.00037139573345171717, 0.0007910979611297774, 0.0027733093299287187, 0.003543896112560976, -0.0005385843170978363
 aspect=7.019767487317655
 mean iota=0.34054505098221455

fun#303 - J=6.0e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=3.3e-09, J_MSC=8.0e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.1, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.9, 5.2, 10.0, 10.0]
 surface dofs=0.19994963012750924, -0.14272931841491804, 0.0023298079499361325, 0.0038542263544265186, -0.004935929276985314, -0.027982477472335242, 0.12789263427776826, 0.006798245384070729, 0.061722554035170726, -0.0043932643095100305, -0.0018074338603945692, 0.006166379055005469, 0.002918909618968779, -0.016767189805297924, 0.0011024052794108036, -0.013976123693379085, -0.002281136603480505, 0.001127323727301587, -0.0016944283217380823, 0.00038203785037831415, -0.002006111766822512, -0.002224536180776462, 2.2371720776007486e-05, 0.0004274794279197084, -0.24167001833730456, 0.11620148604345475, 0.002330219930225169, 0.002064620194998602, -0.006896563047799699, -0.04210856987416586, 0.1512303679455465, 0.014415126112897244, -0.05438390018654051, 0.00421019824987967, -0.0016604504266297462, 0.004290622941016194, 0.0020992173851128375, -0.02827658887855263, -0.014264570870206708, -0.0017050698380954327, 0.003133040559578405, 0.0015039650517679548, -0.00141821553006815, 0.00037318696125738626, 0.0007906179561692422, 0.0027719399539090847, 0.0035423857344501724, -0.0005384429223917513
 aspect=7.01977577228948
 mean iota=0.3404895894456383

fun#304 - J=6.0e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=2.1e-09, J_MSC=8.2e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=2.9e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 10.1, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.9, 5.2, 10.0, 10.0]
 surface dofs=0.2000334673055641, -0.14272838816864863, 0.002341958551011021, 0.0038574952820133574, -0.004940719900387902, -0.027974121785475693, 0.12788203485735694, 0.006809844958428365, 0.06171998607540384, -0.004405238241120846, -0.0018080235831922492, 0.006169277357533639, 0.0029209995556725727, -0.01677100123152848, 0.0010953738368124249, -0.013986623456587891, -0.0022792651185650813, 0.0011282652859941876, -0.0016959530856649192, 0.0003836696711461406, -0.0020056196193529237, -0.0022267802404859448, 2.5664552142723995e-05, 0.0004273469580062396, -0.24164741056253738, 0.11613381637834207, 0.0023406337425232685, 0.0020614637489126384, -0.00691465324475959, -0.042106722946720035, 0.15122943509972295, 0.01439501523772573, -0.05436931889637881, 0.00422719106569746, -0.0016606551547484376, 0.004295900540883155, 0.0021030489665673346, -0.02828241437403482, -0.014263476755628862, -0.0016998747735020177, 0.003128785427774591, 0.0015055987623069785, -0.0014205536213469795, 0.00037357113350407564, 0.0007904744210923386, 0.0027680858909326376, 0.003543115296953799, -0.0005356333775563329
 aspect=7.0198080491375325
 mean iota=0.3404650728669593

fun#305 - J=6.0e-02, Jf=8.5e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.5e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=5.6e-07, J_LENGTH_PENALTY=2.8e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.7, 9.6, 9.9, 7.7, 8.2], mean squared curvature=[10.0, 4.5, 3.9, 5.2, 10.0, 10.0]
 surface dofs=0.20036881601778353, -0.142724667183571, 0.002390560955310575, 0.003870570992360712, -0.004959882393998254, -0.027940699038037493, 0.12783963717571167, 0.00685624325585891, 0.06170971423633631, -0.004453133967564109, -0.0018103824743829697, 0.006180870567646316, 0.0029293593024877474, -0.016786246936450713, 0.0010672480664189101, -0.014028622509423116, -0.002271779178903386, 0.0011320315207645902, -0.0017020521413722662, 0.00039019695421744653, -0.002003651029474572, -0.0022357564793238755, 3.8835877609590024e-05, 0.0004268170783523646, -0.2415569794634687, 0.11586313771789138, 0.002382288991715667, 0.002048837964568785, -0.006987014032599156, -0.04209933523693673, 0.15122570371642874, 0.01431457173703968, -0.054310993735732005, 0.004295162328968624, -0.0016614740672232034, 0.004317010940350999, 0.002118375292385323, -0.028305716355963576, -0.014259100297317483, -0.0016790945151283578, 0.0031117649005593362, 0.0015121336044630737, -0.0014299059864622977, 0.00037510782249083316, 0.0007899002807847246, 0.0027526696390268494, 0.0035460335469683054, -0.0005243951982146591
 aspect=7.019938951917024
 mean iota=0.34036710865393643

fun#306 - J=6.0e-02, Jf=8.4e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.4e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.2e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=4.0e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 3.9, 9.4, 9.8, 7.6, 8.2], mean squared curvature=[10.0, 4.5, 3.9, 5.3, 10.0, 10.0]
 surface dofs=0.20061472788259438, -0.1427255277239667, 0.00242026183751511, 0.003898521724827601, -0.004994957771031622, -0.027859760707837133, 0.12781523493982483, 0.006873502839811896, 0.06168352941727099, -0.004487765008223713, -0.0018131955877978862, 0.0061978143140477985, 0.002924862739401265, -0.016786701688016437, 0.0010363395724812634, -0.014065900624219113, -0.002257848388322408, 0.0011352143746371855, -0.001707373543607998, 0.00039610970409536856, -0.0020113253204056495, -0.0022391482516817204, 4.731407997558269e-05, 0.00042145126773650575, -0.24149962248659815, 0.11563193561211521, 0.0024548532936379194, 0.002035825817004181, -0.0070513083990756936, -0.04209710326600763, 0.15119795673697398, 0.014217195323087914, -0.05421472445995753, 0.004357702027563565, -0.0016582704175093152, 0.0043439125504944895, 0.0021273193052814424, -0.028333075530575718, -0.014257155305712773, -0.001656557721383508, 0.003109833969367118, 0.0015121422090114355, -0.001437633978766474, 0.00037789341718682233, 0.000780987562529072, 0.00274379981489556, 0.0035384214401118835, -0.000521179284859557
 aspect=7.0202500373339545
 mean iota=0.34009674874187934

fun#307 - J=6.0e-02, Jf=8.4e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.4e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.7e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.6e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 4.0, 9.5, 10.0, 7.6, 8.3], mean squared curvature=[10.0, 4.5, 4.0, 5.3, 10.0, 10.0]
 surface dofs=0.20070243395299947, -0.1427014616101497, 0.0024190720033399416, 0.0039068988866319855, -0.005014113831687841, -0.02780474983796383, 0.1277796132835589, 0.0068933686857423895, 0.06166064951898511, -0.004503380391167903, -0.0018113772260974193, 0.00620348793716904, 0.0029304409926814846, -0.01679494479770356, 0.0010150017835435393, -0.014095528370567309, -0.0022493524868599946, 0.0011381031368394566, -0.0017045502200678812, 0.00040067933104525173, -0.002009290440095952, -0.0022407266120698234, 5.022015319794242e-05, 0.0004194394397498337, -0.24142579782849494, 0.11541605180044634, 0.002503176520385761, 0.002030716824366803, -0.007101803437515324, -0.042104757755388314, 0.15121427631734993, 0.014163851706038236, -0.05417712711728641, 0.004404269705378927, -0.0016526717118539517, 0.0043582227345074585, 0.002141238546858108, -0.028352454955060103, -0.014252748112078184, -0.0016504168911446449, 0.0031008618478601284, 0.0015143485263874447, -0.0014339047958020893, 0.00037371184752397547, 0.00077290238601223, 0.0027377604613424257, 0.0035419509858252594, -0.0005202419599155077
 aspect=7.020328298170895
 mean iota=0.3398710422828057

fun#308 - J=6.1e-02, Jf=8.4e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.4e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=9.5e-08, J_MSC=5.8e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0, 5.0, 5.0])=30.0, curvature=[6.7, 4.7, 9.7, 10.5, 7.6, 8.3], mean squared curvature=[10.0, 4.5, 4.0, 5.4, 10.0, 10.0]
 surface dofs=0.2008044773940812, -0.14264389633034946, 0.0024434878349249836, 0.003909348353499923, -0.005037028028183498, -0.027773060790067194, 0.1277571489351364, 0.00689837659787103, 0.061645012026833104, -0.0045249275518065325, -0.0018168469128069095, 0.006207775833137226, 0.0029361075850411777, -0.016800157141992657, 0.0009930407178213782, -0.014129002653522587, -0.0022458466181860507, 0.0011471964299221062, -0.0017127081342595354, 0.0004120336641727476, -0.002010601924552858, -0.002237680531312287, 5.9796407128268396e-05, 0.0004164410408852663, -0.24135419394498817, 0.11519337553069256, 0.0025629939065899866, 0.00202368049634928, -0.0071668705775006745, -0.04207877056091632, 0.15122732931409338, 0.014107567120551487, -0.054129786113035656, 0.004446317921191756, -0.0016492604734148907, 0.004362392328283628, 0.0021635408427373307, -0.02837016565300592, -0.014262196232807077, -0.001644764135433483, 0.0031034239877767897, 0.0015217168840065784, -0.0014399035543847796, 0.0003736673640507632, 0.0007758737139177975, 0.0027284922593527766, 0.003541345763726096, -0.0005133964260369981
 aspect=7.020058194275937
 mean iota=0.33964533371732875

fun#309 - J=6.0e-02, Jf=8.4e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.13
Jf=8.4e-06, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=9.8e-10, J_MSC=7.5e-09, J_ALS=5.6e-07, J_LENGTH_PENALTY=3.4e-08
