
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.001018332930600819
fun_coils_simple#1 - J=7.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=8.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
 aspect=7.004410547568562
 mean iota=0.4645788996932934

fun#225 - J=9.9e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=2.5e-10, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.0e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.8, 9.6, 9.0, 9.5, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.1862493442899526, -0.18867037792742716, -0.0010551409799470016, 0.0019439227824174965, -0.006546357077805079, -0.04564831827477962, 0.1330732155537116, 0.01070111451901606, 0.08585887944217734, -0.001268543814926362, -0.00025516862801207665, 0.0024409392642034695, -0.005438609008505844, -0.003923081690701484, 0.009485478128550131, -0.004096112341737548, -0.002010876785258225, -2.6460971559807575e-05, -0.00039607145971311324, 0.00038958001246142853, -0.00041197836886933185, 0.00046334649738705895, -0.00021166892924960403, 4.6309513855989186e-05, -0.2268069883745539, 0.1532130312663915, -0.00012612520642735073, 0.0008432484533942826, -0.00712640401784246, -0.05027143720322943, 0.16811230871751676, 0.03179509489052417, -0.07212982173476513, 0.000892774447737308, 0.0004442391014984633, -0.0005488320206619898, -0.010340470648885103, -0.0007638117737760664, -0.0029150183942124822, -0.011856935270734429, 0.0010067072976700877, 0.0004915633549180697, -0.00018707290667052066, 0.0008981130780615117, 0.0006748237618213241, -0.00098538576552298, 0.0016872107841181545, -0.0004337724595012389
 aspect=7.004335394857742
 mean iota=0.46454128591585014

fun#226 - J=1.0e-02, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=1.6e-10, J_CURVATURE=0.0e+00, J_MSC=2.1e-09, J_ALS=9.3e-07, J_LENGTH_PENALTY=4.9e-08
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.8, 9.6, 9.0, 9.5, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18632994792362453, -0.18864589288071665, -0.0010619923900505289, 0.0019505292279439661, -0.006542827958910723, -0.04565412798713555, 0.13305981024698152, 0.010708927630824289, 0.08585872529355687, -0.0012798250319733411, -0.00025315050374784785, 0.002435162744753194, -0.00543324825504115, -0.003925547151524014, 0.00948877018445425, -0.004102457358792095, -0.0020183516328650193, -2.546963427618871e-05, -0.0003983312343010825, 0.0003937734436439341, -0.00041055187668508384, 0.00046056350730152386, -0.0002127252724314138, 4.6784107531184306e-05, -0.22682041257523247, 0.15316997284887995, -0.00012779185754426328, 0.0008465571512751396, -0.007136539595704734, -0.05027112367892266, 0.1681164746592566, 0.03178762680653966, -0.07212659002938086, 0.0008958232787168548, 0.00044715512484905224, -0.0005523329093959801, -0.010337353270543095, -0.0007568391247625552, -0.0029212069272168922, -0.011862218506555161, 0.0010128943723114188, 0.0004916274652671932, -0.00019110538623778292, 0.0009064220706001506, 0.0006740312283850927, -0.0009919898248195007, 0.0016903295534365637, -0.0004354167601027534
 aspect=7.0043849975052845
 mean iota=0.46456574353858854

fun#227 - J=9.9e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=2.5e-10, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=9.3e-07, J_LENGTH_PENALTY=3.0e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.8, 9.6, 9.0, 9.5, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18625446271113644, -0.18866882309948627, -0.0010555760521765727, 0.0019443422991215487, -0.006546132974795248, -0.045648687198033326, 0.1330723643016921, 0.010701610660383009, 0.08585886965356697, -0.001269260184867548, -0.00025504047485675206, 0.0024405724487365195, -0.005438268594645511, -0.003923238250230219, 0.009485687177794072, -0.004096515257440283, -0.0020113514464688157, -2.6398020529913893e-05, -0.0003962149579351522, 0.000389846300046985, -0.000411887785014959, 0.0004631697743938222, -0.00021173600822697625, 4.633965108690771e-05, -0.22680784082636035, 0.15321029700856348, -0.00012623104064343117, 0.0008434585594224213, -0.007127047638409891, -0.050271417294084145, 0.16811257325949186, 0.03179462065881118, -0.07212961651784693, 0.0008929680519256158, 0.0004444242722533082, -0.0005490543310249607, -0.010340272691862362, -0.0007633690027396686, -0.002915411373002442, -0.011857270762137386, 0.0010071001838523558, 0.0004915674259971776, -0.00018732897364790468, 0.000898640708411272, 0.0006747734350588182, -0.0009858051306987526, 0.0016874088294694582, -0.0004338768744345119
 aspect=7.004338544896082
 mean iota=0.46454289501297186

fun#228 - J=9.9e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=2.3e-10, J_CURVATURE=0.0e+00, J_MSC=1.7e-09, J_ALS=9.3e-07, J_LENGTH_PENALTY=2.9e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.8, 9.6, 9.0, 9.5, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18626759985312757, -0.18866595904979247, -0.0010568118036777521, 0.0019452846616732986, -0.006545362898217, -0.04564940661296767, 0.1330698985147333, 0.010703012868448273, 0.08585852082006117, -0.0012711905829758713, -0.00025478457373851685, 0.0024398100405477146, -0.005437267265531156, -0.0039233753679939224, 0.009486292309605624, -0.004097551664497303, -0.0020125262522778823, -2.6137012929523402e-05, -0.00039655162207928596, 0.00039035577606596605, -0.0004118560803046962, 0.00046265937895212833, -0.00021183508760186528, 4.642945822673615e-05, -0.22680918493513497, 0.1532032684722234, -0.0001263559459275889, 0.0008441626157125723, -0.00712916120873165, -0.05027087992721017, 0.16811317318473265, 0.031792938268348316, -0.07212851586992156, 0.0008935739386223474, 0.0004448271007166231, -0.000549276802979942, -0.01033971118380116, -0.0007625689946140919, -0.0029169816298627825, -0.011858209206420564, 0.001008362066358173, 0.0004915886629101497, -0.00018792012288042088, 0.0008995302501535502, 0.0006745686367011604, -0.0009863062721566012, 0.0016879398633402772, -0.00043429839667827173
 aspect=7.004351138660541
 mean iota=0.4645439122889121

fun#229 - J=9.9e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=1.9e-10, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=9.3e-07, J_LENGTH_PENALTY=2.8e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.8, 9.6, 9.0, 9.5, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18632014842109218, -0.18865450285101734, -0.0010617548096824695, 0.0019490541118802988, -0.0065422825919040075, -0.045652284272705054, 0.13306003536689812, 0.01070862170070933, 0.08585712548603792, -0.0012789121754091639, -0.00025376096926557607, 0.002436760407792496, -0.0054332619490737345, -0.003923923839048737, 0.009488712836851829, -0.004101697292725384, -0.00201722547551415, -2.509298252796144e-05, -0.00039789827865582106, 0.00039239368014189023, -0.0004117292614636451, 0.00046061779718535286, -0.00021223140510142136, 4.678868678604992e-05, -0.2268145613702334, 0.15317515432686316, -0.00012685556706421984, 0.000846978840873176, -0.007137615490018685, -0.050268730459714264, 0.16811557288569579, 0.03178620870649684, -0.07212411327822009, 0.0008959974854092739, 0.00044643841456988283, -0.000550166690799867, -0.01033746515155635, -0.0007593689621117848, -0.0029232626573041437, -0.011861962983553275, 0.0010134095963814417, 0.0004916736105620379, -0.0001902847198104856, 0.0009030884171226629, 0.0006737494432705291, -0.0009883108379879959, 0.0016900639988235533, -0.00043598448565331107
 aspect=7.004401530243935
 mean iota=0.46454800957807707

fun#230 - J=9.9e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=1.8e-10, J_CURVATURE=0.0e+00, J_MSC=1.5e-09, J_ALS=9.2e-07, J_LENGTH_PENALTY=2.8e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.8, 9.6, 9.0, 9.6, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18639505267992246, -0.18862872852905002, -0.0010680734687831077, 0.0019544777852468303, -0.006539956285965847, -0.045659171907912625, 0.13304041561060345, 0.010716673352881312, 0.08585629711037565, -0.0012904225990120744, -0.0002515485798788401, 0.002427105475964285, -0.005428413810241948, -0.003926530555330968, 0.009491801779142998, -0.0041068221853972605, -0.002020075735542876, -2.329049290644344e-05, -0.00040250926000850036, 0.0003948398677715552, -0.0004134380601223547, 0.0004630177754398703, -0.00021131569392548373, 4.913823429211676e-05, -0.22683067044182717, 0.15313269480984262, -0.0001229850831094168, 0.0008536083691287881, -0.007153164605413413, -0.05026701171680393, 0.16811964258548298, 0.03177727452911726, -0.07211279363222571, 0.0008981033760418688, 0.00044724944060071166, -0.0005555065395466052, -0.010335572322833763, -0.0007534773317841581, -0.002920368870141016, -0.011867754648383359, 0.0010170096945384074, 0.0004933577262321926, -0.00019657970365579252, 0.0009085660187917128, 0.0006747199185809917, -0.0009905661136413505, 0.0016925355586437777, -0.00044127590711547717
 aspect=7.004456448772365
 mean iota=0.46454943104619967

fun#231 - J=9.8e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=2.1e-10, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=9.2e-07, J_LENGTH_PENALTY=2.5e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.5, 7.8, 9.6, 8.9, 9.6, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18645884261712165, -0.18860103292025157, -0.001073505889200315, 0.0019599249696480646, -0.0065348714322295874, -0.045665623809868466, 0.1330252679825527, 0.010725959469466686, 0.085850945883259, -0.0013010754638670503, -0.0002496491003283012, 0.0024178467921604184, -0.005423592659312441, -0.003930267054676037, 0.009491429654449506, -0.004108966595933876, -0.0020207608475536166, -2.1630017151673488e-05, -0.00040697138795108635, 0.00039627758002112596, -0.00041464506742482207, 0.0004649948395717572, -0.0002095581664717753, 4.957575802844141e-05, -0.22683755097626515, 0.153115678107135, -0.00012143251724040318, 0.000858389684263281, -0.007161007367403141, -0.05026805214277572, 0.16812124524504837, 0.031769273375291215, -0.07210183400753138, 0.0009000049523351896, 0.0004481344327649929, -0.0005636086873407214, -0.010332203676527648, -0.0007491102882922221, -0.0029187792514970227, -0.011866979809466027, 0.0010220394377545923, 0.0004945233368850273, -0.00020118969352532384, 0.0009123260408289926, 0.000676829499304368, -0.0009932866660244076, 0.0016925919209368101, -0.00044463502368657736
 aspect=7.0044098835278295
 mean iota=0.46453532972340006

fun#232 - J=9.8e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=2.3e-10, J_CURVATURE=0.0e+00, J_MSC=1.8e-09, J_ALS=9.2e-07, J_LENGTH_PENALTY=2.5e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.5, 7.8, 9.6, 8.9, 9.6, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18651483383934672, -0.18856458167174314, -0.0010798614000375275, 0.001966085773320991, -0.006532194861138877, -0.04566737821654976, 0.1330057823472872, 0.010734500533129927, 0.08584402989056619, -0.0013078870771579972, -0.0002470086149796226, 0.0024068925264270073, -0.005416306690049892, -0.003937597065521115, 0.009495623431795957, -0.004111251294410142, -0.0020194769893415003, -1.9137877869043412e-05, -0.000410791897217695, 0.0003961294504987874, -0.0004157897064774473, 0.00046843895602361433, -0.0002067297063739749, 5.1142025036447266e-05, -0.22683516425221797, 0.153091646624488, -0.00011960860496222762, 0.0008642837681018837, -0.007170574866028183, -0.05027359123151397, 0.16812641992073532, 0.03176240277387111, -0.07208899113329399, 0.0009011068265148334, 0.00045021742541372984, -0.0005749830288715747, -0.010325250160461083, -0.0007461100047557834, -0.002915605697274344, -0.011866978031904968, 0.0010206895731324451, 0.0004963003944886426, -0.00020541311253319543, 0.0009134966743852856, 0.0006795280929323598, -0.0009912785767314778, 0.0016922710648578753, -0.0004489011418223808
 aspect=7.00434869498214
 mean iota=0.46448392781844106

fun#233 - J=9.8e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=2.1e-10, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=9.2e-07, J_LENGTH_PENALTY=2.5e-09
 Coil lengths=sum([5.5, 5.5, 5.2, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.5, 7.9, 9.6, 8.9, 9.6, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18655586490833587, -0.18853678113188602, -0.0010854809468433682, 0.001974001391955534, -0.006528433665032134, -0.04567145988769183, 0.13298980129346993, 0.010738193893845414, 0.08584318481153652, -0.001313433917053644, -0.00024550862809223086, 0.0024013077535976492, -0.00541048849413862, -0.003942086806638291, 0.009497820119043168, -0.004114385084461577, -0.002020237571169776, -1.677464686955649e-05, -0.0004135849882256857, 0.00039714563983410167, -0.00041732726368803413, 0.0004696645189555234, -0.00020715363469403142, 5.1141371514943575e-05, -0.226823220958956, 0.15305841643082654, -0.0001213772425159414, 0.0008720198270539942, -0.007179517324603378, -0.05028733522469747, 0.16813191824005627, 0.03176826697365121, -0.07208227830960899, 0.0009011452802996942, 0.0004514476674863862, -0.000580884799940519, -0.010318923822998852, -0.0007431722762025918, -0.00291528012279163, -0.011869568728313342, 0.0010210630848998096, 0.000498053809287297, -0.00020865626586378613, 0.0009141731741396618, 0.0006796586113365545, -0.0009920580955569036, 0.0016941131975711603, -0.0004499774937574618
 aspect=7.004314395639932
 mean iota=0.4644615696303928

fun#234 - J=9.8e-03, Jf=5.4e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.4e-07, J_length=4.4e-06, J_CC=1.7e-10, J_CURVATURE=0.0e+00, J_MSC=1.5e-09, J_ALS=9.2e-07, J_LENGTH_PENALTY=2.5e-09
 Coil lengths=sum([5.5, 5.5, 5.3, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.5, 7.9, 9.6, 8.9, 9.6, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18659117141487075, -0.1885182069187195, -0.0010975393671684224, 0.001983125355194695, -0.0065281882641917135, -0.045681479312399687, 0.13296994327580514, 0.010741855218153015, 0.08584688811845262, -0.001320291980968381, -0.0002445527312200374, 0.002398866648499895, -0.005408203077420024, -0.003943232101083249, 0.009495944862128528, -0.004118491341778425, -0.0020211551040181406, -1.5724880780762487e-05, -0.0004156107633296495, 0.0003972641571637222, -0.00041817693709531197, 0.0004688733898622479, -0.00020777549177199362, 5.049312928490347e-05, -0.22681105180031555, 0.1530233487862065, -0.0001247275530679944, 0.000881404637755316, -0.007191175566816491, -0.05030525473443927, 0.16813518158021457, 0.03177817631379358, -0.0720709122238407, 0.0009030141999830153, 0.00045305620868602665, -0.0005835591886507956, -0.010314102372148562, -0.0007388159179476985, -0.0029104725397839783, -0.01187275044251571, 0.0010231135791096593, 0.0004981365773729236, -0.0002107416429035032, 0.0009144978169262594, 0.0006779340027628092, -0.0009951953879670445, 0.0016982265296179148, -0.00044960043832830196
 aspect=7.004332361623484
 mean iota=0.46447245657737873

fun#235 - J=9.8e-03, Jf=5.3e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.3e-07, J_length=4.4e-06, J_CC=1.3e-10, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=9.1e-07, J_LENGTH_PENALTY=2.6e-09
 Coil lengths=sum([5.5, 5.5, 5.3, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.9, 9.6, 8.9, 9.6, 10.0], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.1866456420521437, -0.18850311570588513, -0.001115352158204726, 0.0019885572315365718, -0.006527928325913821, -0.04569407178808044, 0.13295575628346262, 0.010747685559541684, 0.08584985074802677, -0.0013323446110960302, -0.00024178905995577842, 0.002389944821082289, -0.005407769426737526, -0.003949962561525375, 0.009496699681007258, -0.004122792994965661, -0.0020190873619846165, -1.3657822914422245e-05, -0.0004186331410449713, 0.0004013397122735296, -0.000417403484757476, 0.0004641155170003486, -0.0002084987813660435, 4.355045123598941e-05, -0.2268087080468174, 0.15299515463763377, -0.00012601249308854441, 0.0008874760133461702, -0.0072021422876041635, -0.05031093207607695, 0.16813121878794535, 0.03177142889738773, -0.0720530202274251, 0.0009116305026844955, 0.00045736553540367023, -0.0005938794498931351, -0.010315239672425595, -0.0007282636655916373, -0.0029002243855531322, -0.011874466647890498, 0.001021518711580909, 0.0004992994914523599, -0.0002129138484896464, 0.0009184692747527034, 0.0006818673787802482, -0.0010138254776117296, 0.0017018980969592612, -0.0004421982152997618
 aspect=7.004248167116903
 mean iota=0.4644903964099204

fun#236 - J=9.8e-03, Jf=5.3e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.3e-07, J_length=4.4e-06, J_CC=1.5e-10, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=9.1e-07, J_LENGTH_PENALTY=2.7e-09
 Coil lengths=sum([5.5, 5.5, 5.3, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.1, 6.5, 6.4, 7.9, 9.6, 8.9, 9.6, 10.0], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.1866924999205641, -0.188490234402015, -0.0011261733513220325, 0.001994076342297826, -0.0065266285655393805, -0.045701263258186596, 0.13295068518923314, 0.010748528991095761, 0.08585545907500684, -0.001340629018655729, -0.00024031830787492393, 0.0023832974109628566, -0.0054085053092927556, -0.003955675744326441, 0.009495377324156864, -0.004127437225646522, -0.0020179573909555317, -1.1756256917604366e-05, -0.00041990123281998695, 0.0004038042083245796, -0.0004163708817906552, 0.0004601117375435321, -0.0002090015567068402, 3.98055021814805e-05, -0.22681078544582264, 0.1529805705352324, -0.00012423984469008334, 0.0008920838092274317, -0.007207402073137842, -0.05031851935164244, 0.1681217031575425, 0.03176782359700395, -0.0720414863313565, 0.0009175576763304107, 0.00046020974104349864, -0.0006026407879611356, -0.010315753945736467, -0.0007211083929755436, -0.0028922642722465156, -0.01187608641747404, 0.0010220249150944272, 0.0005008201458809742, -0.00021385600552699453, 0.0009210773703494625, 0.0006833330843714501, -0.001026128219158149, 0.0017044600582305418, -0.0004374446888838147
 aspect=7.0042187962584
 mean iota=0.4645373880998521

fun#237 - J=9.8e-03, Jf=5.3e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.3e-07, J_length=4.4e-06, J_CC=1.5e-10, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=9.1e-07, J_LENGTH_PENALTY=2.9e-09
 Coil lengths=sum([5.5, 5.5, 5.3, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.2, 6.5, 6.4, 7.9, 9.6, 8.9, 9.6, 10.0], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18673363564232648, -0.1884843522764686, -0.0011322946559664032, 0.002004229041488238, -0.006530673748755692, -0.04570698454659595, 0.13294441705420185, 0.010745234508517592, 0.08586517989508947, -0.0013497720264367074, -0.00024190993036918054, 0.0023843592743864107, -0.00541534359096755, -0.003955059885360755, 0.009492113224306651, -0.004130202123883665, -0.0020178497550127203, -1.0798949707024027e-05, -0.000422810771373271, 0.00040838820958799055, -0.00042079500496013355, 0.00046134264493346796, -0.0002116744120417444, 3.771963899781232e-05, -0.22680436502480875, 0.15295806623757255, -0.00012087248928126109, 0.0009010470715528872, -0.0072194114703989535, -0.0503272511236505, 0.16811172739118327, 0.031765622036703044, -0.07202212197556403, 0.0009209672702770053, 0.0004600857434084509, -0.0006032136590384056, -0.010318110310684534, -0.0007166345108002294, -0.002887964954601431, -0.011880582303488067, 0.0010252696701844406, 0.0005006455066280252, -0.00021460732260874344, 0.0009245182217099289, 0.0006829594402115146, -0.00103293999508877, 0.0017069834697156052, -0.00043581370899027806
 aspect=7.004215768005024
 mean iota=0.46454233824115027

fun#238 - J=9.8e-03, Jf=5.3e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.3e-07, J_length=4.4e-06, J_CC=1.7e-10, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=9.1e-07, J_LENGTH_PENALTY=3.0e-09
 Coil lengths=sum([5.5, 5.5, 5.3, 5.3, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.2, 6.5, 6.4, 7.9, 9.6, 8.9, 9.6, 10.0], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.1867677103641496, -0.18847618397790913, -0.0011411742588440016, 0.0020137737945432072, -0.006536137220200169, -0.04571520195914072, 0.1329376228271517, 0.010739660174775038, 0.0858761716067658, -0.001357537537577458, -0.00024237021445780953, 0.00238640638872047, -0.005422542753971348, -0.003956562089767629, 0.009486381617727987, -0.0041352674889439615, -0.0020168172380331997, -9.926271215516582e-06, -0.00042636833230871456, 0.00041439888494834324, -0.00042757611312050996, 0.000468655091893607, -0.00021316788139989998, 3.7165912789300675e-05, -0.2267968081835798, 0.15293643178138447, -0.00011746304974335732, 0.000910322605596735, -0.007231346964706085, -0.05033858907402081, 0.1680978134539689, 0.03176685239484835, -0.07199995931792438, 0.0009246980179225292, 0.00046133207309696295, -0.0006031728664083545, -0.010320318672906023, -0.0007145126729010173, -0.0028806780725066767, -0.011883387718055423, 0.0010279655820728676, 0.0005007061220997365, -0.00021721392485677543, 0.0009298395439155535, 0.000680928059951013, -0.0010374198759875812, 0.0017115503401681006, -0.0004367398370993024
 aspect=7.004229381814529
 mean iota=0.4645498948817269

fun#239 - J=9.8e-03, Jf=5.3e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.3e-07, J_length=4.4e-06, J_CC=2.8e-10, J_CURVATURE=0.0e+00, J_MSC=2.7e-09, J_ALS=9.0e-07, J_LENGTH_PENALTY=3.9e-09
 Coil lengths=sum([5.5, 5.5, 5.3, 5.4, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.2, 6.5, 6.4, 7.9, 9.6, 8.9, 9.6, 9.9], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18690400925144213, -0.18844351078367128, -0.0011766926703543948, 0.002051952806763084, -0.006557991105978077, -0.04574807160931983, 0.13291044591895118, 0.010717362839804822, 0.08592013845347111, -0.001388599582140461, -0.0002442113508123255, 0.002394594846056707, -0.0054513394059865425, -0.003962570907395128, 0.00946345519141333, -0.004155528949185147, -0.002012687170115118, -6.435557249486801e-06, -0.0004405985760504889, 0.0004384415863897541, -0.0004547005457620156, 0.000497904879734163, -0.00021914175883252227, 3.49510079552541e-05, -0.226766580818664, 0.15284989395663215, -0.00010382529159174226, 0.0009474247417721261, -0.00727908894193461, -0.05038394087550204, 0.1680421577051115, 0.031771773827429545, -0.07191130868736581, 0.0009396210085046247, 0.0004663173918510111, -0.00060300969588815, -0.010329152121791982, -0.0007060253213041688, -0.002851530544127659, -0.011894609376324847, 0.0010387492296265754, 0.000500948583986582, -0.00022764033384890337, 0.0009511248327380518, 0.0006728025389090066, -0.0010553393995828269, 0.0017298178219780818, -0.0004404443495353999
 aspect=7.004281731480507
 mean iota=0.4645805662030359

fun#240 - J=9.7e-03, Jf=5.3e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
Jf=5.3e-07, J_length=4.4e-06, J_CC=3.7e-10, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=9.0e-07, J_LENGTH_PENALTY=3.9e-09
 Coil lengths=sum([5.5, 5.5, 5.3, 5.4, 5.5, 5.5, 5.5, 5.5])=43.6, curvature=[7.2, 6.6, 6.4, 8.0, 9.6, 8.9, 9.6, 10.0], mean squared curvature=[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]
 surface dofs=0.18697515969469622, -0.1884050098690835, -0.0012053932078729605, 0.0020769390455945345, -0.0065616732382349375, -0.04577631333702356, 0.1328894213942902, 0.010706363209547385, 0.0859463235561999, -0.0014129312192741905, -0.0002413695355399514, 0.002388364256906511, -0.005462154366003875, -0.003974573985495077, 0.009454083754170556, -0.004164623051871461, -0.0020046147521826287, -8.860374704754898e-07, -0.0004485226560965935, 0.0004493022718049015, -0.0004584964058867455, 0.0004998442952489789, -0.0002243274964041354, 2.3087102660287028e-05, -0.22678136044880745, 0.1528115962164473, -9.077080124190196e-05, 0.0009739644342300998, -0.007305639717764106, -0.05042672405952481, 0.1680315957185926, 0.031787572488368034, -0.07187457929048159, 0.0009525869650405411, 0.00047456338747857706, -0.0006180489302596932, -0.010329359615885908, -0.0006929353298658069, -0.0028354325934514587, -0.01189830199576656, 0.001044162440370808, 0.0005053191254228817, -0.00023536481353065683, 0.0009603119523016291, 0.0006778706050725845, -0.0010813496697516505, 0.0017349254156761658, -0.0004318978843002339
 aspect=7.003987208084945
 mean iota=0.46463067937777974

fun#241 - J=9.7e-03, Jf=5.3e-07, ⟨B·n⟩=8.6e-05, , C-C-Sep=0.12
