
Aspect ratio at max_mode 3: 7.0005969980925915
Mean iota at 3: -0.46675452068156176
Squared flux at max_mode 3: 0.00776731652366406
fun_coils_simple#1 - J=1.2e-02, Jf=9.4e-03, ⟨B·n⟩=6.9e-03, C-C-Sep=0.20 Jf=9.4e-03, J_length=9.6e-07, J_CC=0.0e+00, J_CURVATURE=2.5e-05, J_MSC=2.7e-03, J_ALS=4.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.3])=9.6, curvature=[13.7, 15.8, 10.2], mean squared curvature=[13.8, 15.9, 12.1]
 aspect=7.021423226658129
 mean iota=-0.22919157336634519

fun#454 - J=5.9e-02, Jf=6.0e-06, ⟨B·n⟩=1.5e-04, , C-C-Sep=0.11
Jf=6.0e-06, J_length=1.4e-06, J_CC=9.2e-08, J_CURVATURE=6.7e-11, J_MSC=1.7e-08, J_ALS=8.2e-07, J_LENGTH_PENALTY=6.1e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.0, 8.0, 7.5], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014687508652707534, -0.022962286609954752, 0.010609289286055102, 0.0025458667081387537, -0.00487550869461325, -0.06656548157340726, 0.13122928853666188, 0.02016208191219112, 7.301221487455231e-05, -0.0020095514840749802, -0.003165019522134441, 4.4512659199577774e-05, 0.02082563534665444, -0.019687229108398666, -0.012335458845267063, -0.006030789700102532, -0.0022718576803578377, 0.0008807191561289966, -0.00032096617964149954, 0.001119084611082835, -0.0028364053997496828, 0.0003302292581722589, 0.0014339510594061635, 0.00045306153245661373, 0.2916564295216882, -0.023106430851669697, -0.006880305938649909, 0.0017881931600162453, -0.012388304106979267, 0.05407676858046697, 0.16083090806872083, -0.028235019305169872, -0.004900567529102995, -0.008285015187091335, -0.0023218345318505155, -0.00036680760294598554, 0.004506114941959527, -0.037590619097630215, -0.0008745102314595904, -0.014629063914428708, -0.0018955050731734562, 0.0010062956947169935, 0.005398686502768235, -0.003077097810478404, -0.01027646870827284, -0.003087009211028136, 0.0019887652853751298, -0.0015817084270948053
 aspect=7.020845932748986
 mean iota=-0.22860098900938042

fun#455 - J=5.8e-02, Jf=5.9e-06, ⟨B·n⟩=1.5e-04, , C-C-Sep=0.11
Jf=5.9e-06, J_length=1.4e-06, J_CC=9.3e-08, J_CURVATURE=8.6e-10, J_MSC=2.4e-08, J_ALS=8.3e-07, J_LENGTH_PENALTY=5.3e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.1, 8.0, 7.5], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014707969099753776, -0.022860291401591154, 0.010634368063123689, 0.002517219205096839, -0.004909108982657887, -0.06648807745477282, 0.13119516962194808, 0.02020332519208794, 7.757171397617203e-05, -0.0020499149469473863, -0.0031382925005303255, 5.5709859618782465e-05, 0.02081012011552059, -0.019688738718046616, -0.012333319384031384, -0.00604283424781723, -0.0022484560557888876, 0.0008688507882769911, -0.00032467151778953375, 0.00111825657047979, -0.0028397750349884268, 0.000338800082748448, 0.0014264780198394722, 0.0004530117794727634, 0.29117883952053186, -0.02311814313010054, -0.006923080965626251, 0.0018253597442322443, -0.012293371434746413, 0.05400698767015873, 0.16086889605679933, -0.028216719896006097, -0.0049628099551227755, -0.008264699632766912, -0.002344272637285473, -0.00037865760076955576, 0.00449914846179662, -0.03760043905997393, -0.0008824521714213459, -0.014624335383467042, -0.0018897120307137115, 0.0009885156165166792, 0.00536520815330535, -0.0030603682421103326, -0.010257029050856199, -0.0030732667384009435, 0.001977257651799446, -0.0015784048753529542
 aspect=7.019615973604174
 mean iota=-0.22775754252618707

fun#456 - J=5.8e-02, Jf=5.8e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.8e-06, J_length=1.4e-06, J_CC=9.1e-08, J_CURVATURE=1.9e-09, J_MSC=1.5e-09, J_ALS=8.2e-07, J_LENGTH_PENALTY=2.5e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.1, 8.0, 7.5], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014747981047298669, -0.022721368465101706, 0.010659730651594193, 0.002489492004148847, -0.004957687022577891, -0.06639072699020093, 0.13116329813233288, 0.020250700519712787, 7.648454092715426e-05, -0.0020918062744020743, -0.003114392065348805, 6.939704715494022e-05, 0.020787099156753645, -0.019700586076655466, -0.012328278060941023, -0.006059637246348142, -0.0022212245430942436, 0.00085071538031498, -0.00033038641834036284, 0.001126244668566935, -0.0028404879368455105, 0.0003445510195411764, 0.0014204725886259359, 0.00045330202513962225, 0.29058602387279164, -0.023141769475473282, -0.006977043196594069, 0.0018663352940364744, -0.012175722194706745, 0.05392054708901767, 0.16091974973309003, -0.028193521100721312, -0.0050265891026594674, -0.008246743124976483, -0.0023696149653394468, -0.00039787805579537993, 0.004495010326095123, -0.037594705423826806, -0.0008975351117922346, -0.014623640851148345, -0.0018831707952764703, 0.0009663364667343522, 0.0053387856627930535, -0.003036807307150675, -0.010243469177662435, -0.00305700122460063, 0.0019609864383920424, -0.0015776662093288393
 aspect=7.017583101889027
 mean iota=-0.22670741390534974

fun#457 - J=5.8e-02, Jf=5.7e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.7e-06, J_length=1.4e-06, J_CC=8.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-07, J_ALS=8.2e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.0, 8.2, 7.4], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014815744603721946, -0.02238223130074562, 0.010659741567529428, 0.0023921228573612506, -0.005069531990478231, -0.06614244683782787, 0.13105447100912465, 0.02036808093761415, 0.00011370039029157963, -0.0022221752880915474, -0.003054952576612035, 0.00010201220567783209, 0.020733161155249872, -0.01968204381205075, -0.012341604735205462, -0.006099913721859077, -0.0021540108350873864, 0.0008241781769731745, -0.00033681829617259433, 0.0011245027199621837, -0.0028631488447118706, 0.0003816266114365737, 0.0013966656895226907, 0.00045408059386647676, 0.2892465303558186, -0.023147501473365712, -0.007108580167107788, 0.0019780153578864514, -0.011903143980312655, 0.05371796964860844, 0.16102706755096205, -0.028150411288683834, -0.0052237741942448394, -0.008191979073021643, -0.0024418488824759733, -0.00045031923769333964, 0.004466497208378893, -0.03759457793083883, -0.0009278409505686095, -0.014597578091511644, -0.001864179121856861, 0.0009345591517397591, 0.005255171035828386, -0.003015501061479331, -0.01018737884402543, -0.003020201776441111, 0.0019220180253818452, -0.0015611738408630809
 aspect=7.014802741040467
 mean iota=-0.22419589257878686

fun#458 - J=5.7e-02, Jf=5.8e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.8e-06, J_length=1.4e-06, J_CC=8.8e-08, J_CURVATURE=2.5e-10, J_MSC=1.8e-08, J_ALS=8.2e-07, J_LENGTH_PENALTY=2.0e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.0, 8.1, 7.5], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014779199005792908, -0.02256513153658823, 0.01065973568045087, 0.002444635061221475, -0.005009212824203364, -0.06627634693252935, 0.13111316262005043, 0.020304776444996165, 9.36294917253301e-05, -0.002151865909301858, -0.0030870089173818853, 8.442250801904755e-05, 0.020762250486154227, -0.01969204385016423, -0.01233441751975949, -0.0060781921954559, -0.00219025989398853, 0.0008384899695454664, -0.0003333495168818917, 0.0011254421711463076, -0.002850927579015336, 0.00036163135519696993, 0.0014095050003335016, 0.0004536607035721419, 0.2899689332827558, -0.023144410146679752, -0.007037640896931779, 0.001917785126098491, -0.012050148275146857, 0.05382722179057758, 0.16096918992426143, -0.0281736608632439, -0.005117430202650501, -0.008221513901613063, -0.0024028923720469525, -0.0004220371573285606, 0.004481874632333027, -0.037594646689146735, -0.0009114966933117223, -0.014611634011609085, -0.0018744215308658754, 0.000951696991581026, 0.005300265282637834, -0.0030269917436214914, -0.010217628950262467, -0.0030400481054626833, 0.0019430340999353666, -0.0015700683484518253
 aspect=7.016297430514116
 mean iota=-0.22554977096179268

fun#459 - J=5.7e-02, Jf=5.6e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.6e-06, J_length=1.4e-06, J_CC=8.7e-08, J_CURVATURE=0.0e+00, J_MSC=3.8e-08, J_ALS=8.2e-07, J_LENGTH_PENALTY=2.5e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.0, 8.2, 7.4], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014809761276374402, -0.022387020196456872, 0.010678524081651417, 0.002395024883386831, -0.0050830015480088486, -0.06611859902843435, 0.13105475279798842, 0.020380818326843346, 0.00010721425827287732, -0.002232602638567329, -0.003048474181654019, 0.00010787485068781478, 0.02072692989409364, -0.019679414807781653, -0.012344948188335158, -0.006094332166989036, -0.002150169117387597, 0.0008227067691177726, -0.0003430966951192537, 0.0011289591118754216, -0.002861164520333963, 0.0003739662899810862, 0.0013991552617155835, 0.00045509378090966484, 0.28907347875667194, -0.023137021839219618, -0.007117522378118012, 0.001969188361191946, -0.011865466223343769, 0.05370311954874764, 0.16103568209273142, -0.02813677825782311, -0.005252070010363813, -0.008197800649161388, -0.0024457487708852135, -0.00045796190457126165, 0.004469140899660827, -0.037594404562878256, -0.0009150802067596301, -0.01459522676944203, -0.001865751271654142, 0.0009310553732709436, 0.005244611474337816, -0.003009663732138447, -0.010195370262895681, -0.0030196578189129923, 0.0019240800961035473, -0.001560930916683703
 aspect=7.014403897275262
 mean iota=-0.22389731472336338

fun#460 - J=5.7e-02, Jf=5.5e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.5e-06, J_length=1.4e-06, J_CC=8.5e-08, J_CURVATURE=0.0e+00, J_MSC=5.1e-08, J_ALS=8.2e-07, J_LENGTH_PENALTY=1.8e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.9, 8.1, 7.4], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014824851196792648, -0.0221883711719809, 0.010705803598233924, 0.002358539363571679, -0.005149137376205348, -0.06598286402755893, 0.13099141886795818, 0.02046163386289184, 0.00012863004258997982, -0.002314119969900769, -0.0030187956375808296, 0.00013551625657632407, 0.020693348251430696, -0.01967659891491186, -0.012341078183835442, -0.00612214341075052, -0.0021099556561062363, 0.0008100424622549975, -0.00035827098383216054, 0.0011413928928326047, -0.0028733837379736724, 0.00038557807890730926, 0.0013908496439582188, 0.0004545728573811918, 0.2881112077119679, -0.023135266178831153, -0.007206912325814201, 0.0020334194928064097, -0.011683373595170927, 0.05356832568072941, 0.1611026698125543, -0.028093699785272992, -0.005384368202281006, -0.008181367596738945, -0.0024897515492448095, -0.0004897603385091187, 0.004458208432705456, -0.03757626861783695, -0.0009204441711355814, -0.014585567226090343, -0.0018540064596227607, 0.0009098652256259883, 0.005191090489154434, -0.002995233382250928, -0.010171535621990543, -0.002994776568778708, 0.0018931403714646945, -0.001551470205888662
 aspect=7.01262995702961
 mean iota=-0.2222649101171997

fun#461 - J=5.6e-02, Jf=5.5e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.5e-06, J_length=1.4e-06, J_CC=7.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-08, J_ALS=8.2e-07, J_LENGTH_PENALTY=2.6e-09
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.9, 8.1, 7.3], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014862440333309676, -0.022091955363867988, 0.01069332961945842, 0.0023568124478671043, -0.005164068864966211, -0.06593649986501011, 0.13098099225922238, 0.0204825856315238, 0.0001445122476070675, -0.0023506620007951906, -0.0030188322160992135, 0.00015039505111367774, 0.020687045519690653, -0.01968148487531896, -0.012331587607019497, -0.0061336540133051344, -0.002093243230285303, 0.0008128929968127962, -0.0003773852013393431, 0.0011600155164861296, -0.0028827246900621478, 0.0003763180506846769, 0.001395140107291785, 0.0004527949840011897, 0.28771176007569843, -0.023137078070228363, -0.007235120641348545, 0.002047661590208754, -0.01161822434944314, 0.05354464473291371, 0.16114625647126127, -0.028081227993588746, -0.005470442061607901, -0.008191859946890725, -0.0025069709776583166, -0.0005076654383722245, 0.004452988259945417, -0.037563320742947826, -0.0009168302439713025, -0.014587962528806784, -0.0018558428331820996, 0.0009027148836364437, 0.005177178322336143, -0.0029724664285421683, -0.010172598457591928, -0.0029925870044587026, 0.0018833419283214848, -0.0015524455759948882
 aspect=7.011435980533596
 mean iota=-0.2217151017317261

fun#462 - J=5.6e-02, Jf=5.4e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.4e-06, J_length=1.4e-06, J_CC=6.3e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=8.2e-07, J_LENGTH_PENALTY=1.7e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.9, 8.2, 7.3], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014923426721958248, -0.021970185312504404, 0.010699483630432095, 0.002343609510999629, -0.005205251455016587, -0.06584278848034614, 0.13094283450878116, 0.020513021679925754, 0.00015790042216165157, -0.0024085097932307746, -0.0030066486678597534, 0.00017148781921237313, 0.020670282639458977, -0.01967352597431561, -0.012321078745948717, -0.006143049890902079, -0.002064232464376119, 0.0008100848303945477, -0.00039120245638494687, 0.001168214293425971, -0.002889334121659243, 0.0003656010526387575, 0.0013970762755974673, 0.00045121647420132133, 0.2871569001395414, -0.023137416869453295, -0.007290264146921707, 0.0020776866046368944, -0.011530687979492797, 0.05349170156698341, 0.16117610748716452, -0.028059563741472348, -0.005562005250640626, -0.008172122206980763, -0.0025398423317361044, -0.0005222078943970311, 0.004445080526297287, -0.03756924823754011, -0.000917964687238398, -0.014581534607592983, -0.0018560835599254427, 0.0008906628092483256, 0.005132905286210266, -0.00294329070932233, -0.010156036359084528, -0.002985135045563702, 0.001877187636548299, -0.0015499531981587999
 aspect=7.010733486475633
 mean iota=-0.22083734820266016

fun#463 - J=5.5e-02, Jf=5.3e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.11
Jf=5.3e-06, J_length=1.4e-06, J_CC=5.7e-08, J_CURVATURE=0.0e+00, J_MSC=8.4e-09, J_ALS=8.3e-07, J_LENGTH_PENALTY=1.0e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.0, 8.2, 7.3], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.014970766134664613, -0.021851233606572266, 0.010693240909701545, 0.0023400253180360917, -0.005234066975283122, -0.06578788833174568, 0.1309061887368411, 0.02054272847161598, 0.00016037807271147855, -0.002457922180260706, -0.0030096389681562824, 0.0001886285264787322, 0.020664311777689324, -0.019670760774088754, -0.012303257086096472, -0.006148125921459681, -0.002052860352815896, 0.0008110687741556369, -0.00040863126836712476, 0.0011820722882023248, -0.0028909256707935226, 0.00034722881811418804, 0.0014034066277773395, 0.00044958673406997665, 0.28674110817225873, -0.023132010036375786, -0.007339727853727851, 0.0021065316571719467, -0.01146801211591504, 0.053495922779422674, 0.16123139414419346, -0.02804979733209312, -0.005660693270089821, -0.008171950166021302, -0.002567747054836974, -0.0005204966142428687, 0.0044341469093661665, -0.037560884340506695, -0.000908659510260587, -0.014597961843058456, -0.0018723835424196205, 0.0008910483059497296, 0.005105632904043026, -0.0029082287166388755, -0.010172993305442048, -0.0029740288613619194, 0.0018719036716306281, -0.0015576927233227865
 aspect=7.010490888535922
 mean iota=-0.220263174442992

fun#464 - J=5.5e-02, Jf=5.2e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=5.2e-06, J_length=1.4e-06, J_CC=5.2e-08, J_CURVATURE=0.0e+00, J_MSC=4.3e-08, J_ALS=8.3e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[10.0, 8.1, 7.9], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.015101884530919865, -0.021597241365020402, 0.010695986758806472, 0.0023214423704559606, -0.005323931356035049, -0.06564176171568811, 0.13079914799208975, 0.020637602865794726, 0.0001738503027102096, -0.0025696838614156963, -0.002987647467247877, 0.00022877910576838616, 0.020618425926733068, -0.01965955174327746, -0.012263060971948698, -0.006169004876099466, -0.0020182240140364, 0.0008129982931531424, -0.0004340900283242734, 0.00121124069214068, -0.0029027763199011894, 0.00032609729148774547, 0.0014051004688729889, 0.0004460164761437052, 0.2857031879991145, -0.02311871955887826, -0.007469523931644043, 0.002172809046697667, -0.011313069016830067, 0.05343490664633268, 0.16131253385466823, -0.02801244706812904, -0.00585480993124917, -0.008153082714356455, -0.002624565474126973, -0.0005369329329137856, 0.004411762130217271, -0.03753761078194737, -0.0008896701371741977, -0.014613802357615122, -0.0018871530932418267, 0.0008940818466306593, 0.00503307090286902, -0.002871642971581502, -0.010186594684509245, -0.0029440228049782613, 0.0018561404879806902, -0.0015683229662800848
 aspect=7.010865441797621
 mean iota=-0.2186874484794403

fun#465 - J=5.5e-02, Jf=5.1e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=5.1e-06, J_length=1.4e-06, J_CC=4.9e-08, J_CURVATURE=0.0e+00, J_MSC=2.4e-08, J_ALS=8.3e-07, J_LENGTH_PENALTY=4.3e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.9, 8.0, 7.9], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.015175616475077789, -0.021443740959802834, 0.010699819068419549, 0.002306627037665364, -0.005377006662640121, -0.06554600161004098, 0.1307378124760849, 0.02069969338795453, 0.00018662774888448679, -0.0026451015926658946, -0.0029692979711367184, 0.0002513556247359645, 0.020594685834190187, -0.019653041298854496, -0.012242011977662445, -0.006181134099590945, -0.001995984982490259, 0.0008132072725059646, -0.00045642999978277876, 0.0012342701942622063, -0.002911661176155489, 0.0003104082367018329, 0.0014064565742391393, 0.0004425292947220533, 0.2850417195472873, -0.02310013533484644, -0.007547528684679321, 0.0022143612191059757, -0.011213712728791158, 0.05339179295526183, 0.1613614111342918, -0.027987252049116687, -0.005982203645898624, -0.008144170775647388, -0.0026577628412092426, -0.0005473061218461275, 0.00439915978667012, -0.037520364582921566, -0.0008770969401314992, -0.014622742279909002, -0.001896357476847275, 0.0008867932884038455, 0.004991465784896812, -0.002840901219458954, -0.010189248624377211, -0.002930920945174775, 0.0018469300007402888, -0.0015760100214833666
 aspect=7.0109524087997555
 mean iota=-0.21768492601410305

fun#466 - J=5.5e-02, Jf=5.1e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=5.1e-06, J_length=1.4e-06, J_CC=4.7e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=8.3e-07, J_LENGTH_PENALTY=3.6e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.8, 8.1, 7.8], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.015247594894912087, -0.02133596001960001, 0.010687248500789075, 0.002300222871642351, -0.005402099145401571, -0.06550080424898144, 0.13068402337617469, 0.02072065550002879, 0.0002004113131620903, -0.0026862970791695184, -0.0029635293570679034, 0.00025760417702025586, 0.020573224967571926, -0.01965557107462879, -0.012227419950440386, -0.0061925854018107926, -0.0019884132908327755, 0.0008128828448343493, -0.00046608862205786635, 0.00125308167780076, -0.002905155744988641, 0.00030178697652609535, 0.0014083789374849131, 0.00044010507690071034, 0.2847076600990626, -0.02310053972740171, -0.0075825786216196685, 0.0022391965038237893, -0.011177207795365888, 0.053387167391122474, 0.16140939143101388, -0.02798142884302361, -0.006049287833634394, -0.00813533631536185, -0.002672731883630075, -0.0005506630121891843, 0.004397872505988004, -0.03750698603690591, -0.000865180544037796, -0.014637801342626287, -0.0018999087549013483, 0.0008856246919828464, 0.00497392831964735, -0.002820910285795354, -0.010194749284961946, -0.0029308458427249966, 0.0018349090019993382, -0.0015856441642103634
 aspect=7.011257109793891
 mean iota=-0.21720520399514767

fun#467 - J=5.4e-02, Jf=5.1e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=5.1e-06, J_length=1.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=9.4e-09, J_ALS=8.3e-07, J_LENGTH_PENALTY=2.2e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.8, 8.1, 7.6], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.015274176725244957, -0.021276154727553804, 0.010666675040460911, 0.0022955007233644857, -0.0054190202944477935, -0.0654836408607161, 0.13064407916296586, 0.020738689513298915, 0.00020803057169333335, -0.0027104644122498346, -0.0029612777346196026, 0.00026212661921591916, 0.020561045206634408, -0.019664075598022836, -0.012217733615619751, -0.006203351998201557, -0.001984128885328453, 0.0008127290380240786, -0.0004755977875468399, 0.0012695417044033086, -0.0028933329010684137, 0.00029323626741375325, 0.0014096470957265619, 0.0004391339027851301, 0.2845047336559814, -0.02309308912637026, -0.007583785418206029, 0.0022517209824174642, -0.011159027644876788, 0.05339660491398681, 0.16144180135631123, -0.02797934332809229, -0.006094958436199535, -0.00813025108620016, -0.002682414538161045, -0.0005519106368586848, 0.004396810497083149, -0.03749778751313092, -0.000856892008435974, -0.014655880779328279, -0.0019032314525103424, 0.0008827781109971508, 0.004967787566104002, -0.002802507283531272, -0.010198208738604771, -0.002932406270416426, 0.0018243926356142875, -0.0015907060625296168
 aspect=7.011763799427318
 mean iota=-0.21695595645171395

fun#468 - J=5.4e-02, Jf=5.0e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=5.0e-06, J_length=1.4e-06, J_CC=4.3e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=8.3e-07, J_LENGTH_PENALTY=1.6e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.8, 8.2, 7.4], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.015301030662640516, -0.02118703681550054, 0.010647401883382254, 0.0022790423869099127, -0.005442693308704681, -0.06545617073896999, 0.1305981085187583, 0.020762065936987477, 0.00022666415856079588, -0.002750616282215884, -0.0029548153138075546, 0.000272130548121854, 0.0205407944999777, -0.01966526240596629, -0.012208750325863832, -0.006221526964746468, -0.001975148429706483, 0.0008130028439941739, -0.000488091789529135, 0.0012828596124145172, -0.002877480299550988, 0.0002823568979542849, 0.0014117955710722717, 0.0004381668657413589, 0.2841432571061704, -0.023076758148944318, -0.007587818891221363, 0.0022764752215292884, -0.011128856998288757, 0.053405626944643236, 0.16148357171325592, -0.027974219059443816, -0.006160145490472832, -0.008119933189948818, -0.002701784347004634, -0.0005548771853670108, 0.00439665298621455, -0.037488508873538606, -0.0008497764796640744, -0.014673060875321732, -0.0019056085140801114, 0.0008761191384724819, 0.00495085164411905, -0.002771025712433095, -0.010200180691244764, -0.0029344359721397975, 0.0018122101529593091, -0.0015939752012773362
 aspect=7.0122670563653084
 mean iota=-0.21657073470679286

fun#469 - J=5.4e-02, Jf=5.0e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=5.0e-06, J_length=1.4e-06, J_CC=4.1e-08, J_CURVATURE=0.0e+00, J_MSC=4.8e-09, J_ALS=8.3e-07, J_LENGTH_PENALTY=1.8e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.8, 8.2, 7.4], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.015347301065660818, -0.021104219263441717, 0.010629745410375693, 0.0022592930137405333, -0.00546859434206093, -0.06543068140988618, 0.13054871374805566, 0.020785617914584838, 0.00024771145797927366, -0.002789362615129805, -0.0029448871074606513, 0.00028088968668717553, 0.020514808361098497, -0.019666002904169637, -0.012197582124762704, -0.006242380417795593, -0.0019660660653999106, 0.000809661569558457, -0.0004976132930310157, 0.001293977174874143, -0.0028575413531643544, 0.0002728834285282676, 0.0014141394718765155, 0.0004376698232830939, 0.28380868396524356, -0.02305186743946759, -0.007595385374504107, 0.0022960623500189463, -0.011100071757439685, 0.05342114389848729, 0.16150779232368198, -0.027970576294780492, -0.006224687006172211, -0.008104652382858258, -0.0027211519014033645, -0.0005547209573998918, 0.004393635757577992, -0.03748064413838743, -0.0008437727384502625, -0.01469153240821968, -0.001908022376673859, 0.0008697548480738398, 0.0049324838952211755, -0.0027476649787624256, -0.010203044494689019, -0.0029316127800097097, 0.0018032585306986821, -0.0015970471684781185
 aspect=7.013370372862556
 mean iota=-0.21624889156407834

fun#470 - J=5.4e-02, Jf=5.0e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=5.0e-06, J_length=1.4e-06, J_CC=3.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-08, J_ALS=8.2e-07, J_LENGTH_PENALTY=1.2e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.7, 8.3, 7.1], mean squared curvature=[10.0, 10.0, 10.0]
 surface dofs=0.01542029000809055, -0.0210333514919364, 0.010600456101168226, 0.0022321528370899393, -0.005490532292113836, -0.0654041528689157, 0.13047488048683759, 0.020811739498826698, 0.0002711958752591615, -0.0028241112013793483, -0.002932097957108286, 0.000279993610019328, 0.020485741520509415, -0.019668463550847507, -0.012191935297044513, -0.006259898013169114, -0.001956880124874344, 0.0008030834469588654, -0.0005014576553153831, 0.001305033896994227, -0.0028324051300812887, 0.0002697881529783616, 0.0014126920507029352, 0.00043692851259562605, 0.28361612837133354, -0.023049464549698185, -0.00759514457700784, 0.002318147842787269, -0.011087303613607739, 0.053437056715931866, 0.16154745811798368, -0.02796410734172629, -0.006286732174959172, -0.008079468368935689, -0.002738234556836951, -0.0005538084322416458, 0.004398750287800232, -0.03747781508186518, -0.0008385480531597559, -0.01471334578052974, -0.0019046501060632462, 0.0008603059147068192, 0.0049185173863049644, -0.0027325892006623276, -0.010207668080087638, -0.0029274109057908547, 0.0017880174643379804, -0.0015970029310276176
 aspect=7.014713649781783
 mean iota=-0.21600107277574584

fun#471 - J=5.3e-02, Jf=4.9e-06, ⟨B·n⟩=1.4e-04, , C-C-Sep=0.12
Jf=4.9e-06, J_length=1.4e-06, J_CC=3.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=8.2e-07, J_LENGTH_PENALTY=1.1e-08
 Coil lengths=sum([4.5, 4.5, 4.5])=13.5, curvature=[9.8, 8.4, 7.2], mean squared curvature=[10.0, 10.0, 10.0]
